date,company,price
2019-01-08,AXISBANK,652.15
2019-01-08,BAJFINANCE,322.0
2019-01-08,JSWSTEEL,225.55
2019-01-08,KOTAKBANK,299.2
2019-01-08,NIFTY 50,10991.3
2019-01-08,NIFTY BANK,28412.25
2019-01-08,ONGC,123.65
2019-01-08,TATAPOWER,59.45
2019-01-08,TATASTEEL,37.52
2019-01-08,TCS,1891.0
2019-01-08,TITAN,1062.0
2019-01-08,WIPRO,129.45
2019-01-09,ADANIGREEN,40.75
2019-01-09,AXISBANK,671.2
2019-01-09,TCS,1884.6
2019-01-10,ADANIGREEN,40.5
2019-01-10,AXISBANK,665.1
2019-01-10,BAJFINANCE,399.0
2019-01-10,JSWSTEEL,223.2
2019-01-10,KOTAKBANK,329.6
2019-01-10,NIFTY 50,11367.35
2019-01-10,NIFTY BANK,28765.3
2019-01-10,ONGC,116.0
2019-01-10,TATAPOWER,59.4
2019-01-10,TATASTEEL,30.78
2019-01-10,TCS,1881.0
2019-01-10,TITAN,1281.0
2019-01-10,WIPRO,111.75
2019-01-11,ADANIGREEN,39.85
2019-01-11,AXISBANK,666.0
2019-01-11,BAJFINANCE,407.5
2019-01-11,JSWSTEEL,236.8
2019-01-11,KOTAKBANK,316.2
2019-01-11,NIFTY 50,11899.5
2019-01-11,NIFTY BANK,30360.95
2019-01-11,ONGC,130.65
2019-01-11,TATAPOWER,59.6
2019-01-11,TATASTEEL,35.23
2019-01-11,TCS,1843.45
2019-01-11,TITAN,1303.0
2019-01-11,WIPRO,123.7
2019-01-14,ADANIGREEN,39.65
2019-01-14,AXISBANK,658.35
2019-01-14,TCS,1815.0
2019-01-15,ADANIGREEN,39.0
2019-01-15,AXISBANK,660.5
2019-01-15,TCS,1866.0
2019-01-16,ADANIGREEN,39.2
2019-01-16,AXISBANK,662.75
2019-01-16,TCS,1873.95
2019-01-17,ADANIGREEN,39.7
2019-01-17,AXISBANK,675.0
2019-01-17,TCS,1895.0
2019-01-18,ADANIGREEN,38.75
2019-01-18,AXISBANK,664.25
2019-01-18,TCS,1899.5
2019-01-21,ADANIGREEN,37.8
2019-01-21,AXISBANK,658.85
2019-01-21,TCS,1903.5
2019-01-22,ADANIGREEN,37.75
2019-01-22,AXISBANK,659.4
2019-01-22,TCS,1896.7
2019-01-23,ADANIGREEN,37.9
2019-01-23,AXISBANK,659.85
2019-01-23,TCS,1881.0
2019-01-24,ADANIGREEN,37.2
2019-01-24,AXISBANK,663.25
2019-01-24,TCS,1902.0
2019-01-25,ADANIGREEN,35.15
2019-01-25,AXISBANK,668.25
2019-01-25,TCS,1919.7
2019-01-28,ADANIGREEN,32.5
2019-01-28,AXISBANK,658.5
2019-01-28,TCS,1960.0
2019-01-29,ADANIGREEN,35.35
2019-01-29,AXISBANK,669.35
2019-01-29,TCS,1983.35
2019-01-30,ADANIGREEN,37.55
2019-01-30,AXISBANK,691.0
2019-01-30,TCS,1984.15
2019-01-31,ADANIGREEN,35.15
2019-01-31,AXISBANK,720.6
2019-01-31,TCS,2004.5
2019-02-01,ADANIGREEN,35.9
2019-02-01,AXISBANK,717.3
2019-02-01,BAJFINANCE,261.5
2019-02-01,JSWSTEEL,287.4
2019-02-01,KOTAKBANK,248.2
2019-02-01,NIFTY 50,10781.9
2019-02-01,NIFTY BANK,27155.85
2019-02-01,ONGC,132.75
2019-02-01,TATAPOWER,74.5
2019-02-01,TATASTEEL,44.61
2019-02-01,TCS,2024.2
2019-02-01,TITAN,931.5
2019-02-01,WIPRO,116.95
2019-02-04,ADANIGREEN,34.15
2019-02-04,AXISBANK,721.5
2019-02-04,BAJFINANCE,307.0
2019-02-04,JSWSTEEL,287.35
2019-02-04,KOTAKBANK,268.6
2019-02-04,NIFTY 50,11724.95
2019-02-04,NIFTY BANK,30445.75
2019-02-04,ONGC,143.05
2019-02-04,TATAPOWER,74.3
2019-02-04,TATASTEEL,48.52
2019-02-04,TCS,2049.2
2019-02-04,TITAN,1114.0
2019-02-04,WIPRO,124.75
2019-02-05,ADANIGREEN,32.9
2019-02-05,AXISBANK,730.0
2019-02-05,BAJFINANCE,312.0
2019-02-05,JSWSTEEL,307.15
2019-02-05,KOTAKBANK,280.8
2019-02-05,NIFTY 50,11718.8
2019-02-05,NIFTY BANK,29689.9
2019-02-05,ONGC,153.3
2019-02-05,TATAPOWER,66.4
2019-02-05,TATASTEEL,50.67
2019-02-05,TCS,2051.0
2019-02-05,TITAN,1141.0
2019-02-05,WIPRO,140.5
2019-02-06,ADANIGREEN,33.0
2019-02-06,AXISBANK,726.0
2019-02-06,TCS,2070.0
2019-02-07,ADANIGREEN,34.65
2019-02-07,AXISBANK,730.0
2019-02-07,BAJFINANCE,371.0
2019-02-07,JSWSTEEL,275.3
2019-02-07,KOTAKBANK,293.8
2019-02-07,NIFTY 50,11907.5
2019-02-07,NIFTY BANK,31268.75
2019-02-07,ONGC,149.85
2019-02-07,TATAPOWER,73.25
2019-02-07,TATASTEEL,45.98
2019-02-07,TCS,2077.75
2019-02-07,TITAN,1324.8
2019-02-07,WIPRO,135.9
2019-02-08,ADANIGREEN,34.0
2019-02-08,AXISBANK,721.0
2019-02-08,BAJFINANCE,323.5
2019-02-08,JSWSTEEL,224.45
2019-02-08,KOTAKBANK,301.6
2019-02-08,NIFTY 50,11000.35
2019-02-08,NIFTY BANK,28231.95
2019-02-08,ONGC,121.1
2019-02-08,TATAPOWER,59.0
2019-02-08,TATASTEEL,36.3
2019-02-08,TCS,2055.65
2019-02-08,TITAN,1062.4
2019-02-08,WIPRO,126.1
2019-02-11,ADANIGREEN,33.0
2019-02-11,AXISBANK,713.3
2019-02-11,TCS,2065.6
2019-02-12,ADANIGREEN,32.5
2019-02-12,AXISBANK,703.45
2019-02-12,BAJFINANCE,395.0
2019-02-12,JSWSTEEL,268.1
2019-02-12,KOTAKBANK,326.2
2019-02-12,NIFTY 50,12048.25
2019-02-12,NIFTY BANK,31871.8
2019-02-12,ONGC,116.2
2019-02-12,TATAPOWER,56.5
2019-02-12,TATASTEEL,37.43
2019-02-12,TCS,2051.0
2019-02-12,TITAN,1153.15
2019-02-12,WIPRO,114.05
2019-02-13,ADANIGREEN,32.3
2019-02-13,AXISBANK,699.35
2019-02-13,TCS,2057.0
2019-02-14,ADANIGREEN,32.2
2019-02-14,AXISBANK,697.0
2019-02-14,TCS,2049.0
2019-02-15,ADANIGREEN,31.0
2019-02-15,AXISBANK,685.3
2019-02-15,TCS,2034.6
2019-02-18,ADANIGREEN,30.2
2019-02-18,AXISBANK,691.55
2019-02-18,TCS,1969.9
2019-02-19,ADANIGREEN,30.75
2019-02-19,AXISBANK,691.7
2019-02-19,TCS,1907.6
2019-02-20,ADANIGREEN,31.0
2019-02-20,AXISBANK,699.7
2019-02-20,TCS,1914.0
2019-02-21,ADANIGREEN,30.4
2019-02-21,AXISBANK,697.0
2019-02-21,TCS,1911.95
2019-02-22,ADANIGREEN,32.75
2019-02-22,AXISBANK,702.0
2019-02-22,TCS,1929.0
2019-02-25,ADANIGREEN,33.0
2019-02-25,AXISBANK,704.5
2019-02-25,TCS,1987.0
2019-02-26,ADANIGREEN,33.0
2019-02-26,AXISBANK,709.9
2019-02-26,TCS,2032.0
2019-02-27,ADANIGREEN,32.55
2019-02-27,AXISBANK,717.0
2019-02-27,TCS,2052.5
2019-02-28,ADANIGREEN,33.2
2019-02-28,AXISBANK,709.55
2019-02-28,TCS,1982.85
2019-03-01,ADANIGREEN,34.1
2019-03-01,AXISBANK,702.45
2019-03-01,BAJFINANCE,259.0
2019-03-01,JSWSTEEL,282.95
2019-03-01,KOTAKBANK,246.6
2019-03-01,NIFTY 50,10667.7
2019-03-01,NIFTY BANK,26930.55
2019-03-01,ONGC,128.4
2019-03-01,TATAPOWER,74.15
2019-03-01,TATASTEEL,43.44
2019-03-01,TCS,1995.0
2019-03-01,TITAN,935.0
2019-03-01,WIPRO,116.55
2019-03-04,BAJFINANCE,304.5
2019-03-04,JSWSTEEL,289.0
2019-03-04,KOTAKBANK,266.4
2019-03-04,NIFTY 50,11637.7
2019-03-04,NIFTY BANK,30081.0
2019-03-04,ONGC,140.0
2019-03-04,TATAPOWER,71.3
2019-03-04,TATASTEEL,48.71
2019-03-04,TITAN,1104.0
2019-03-04,WIPRO,124.75
2019-03-05,ADANIGREEN,36.35
2019-03-05,AXISBANK,733.85
2019-03-05,BAJFINANCE,311.0
2019-03-05,JSWSTEEL,308.9
2019-03-05,KOTAKBANK,283.4
2019-03-05,NIFTY 50,11709.9
2019-03-05,NIFTY BANK,29924.65
2019-03-05,ONGC,154.3
2019-03-05,TATAPOWER,66.95
2019-03-05,TATASTEEL,49.98
2019-03-05,TCS,1985.05
2019-03-05,TITAN,1145.0
2019-03-05,WIPRO,139.35
2019-03-06,ADANIGREEN,35.2
2019-03-06,AXISBANK,719.2
2019-03-06,BAJFINANCE,352.0
2019-03-06,JSWSTEEL,274.1
2019-03-06,KOTAKBANK,306.5
2019-03-06,NIFTY 50,12092.35
2019-03-06,NIFTY BANK,31650.8
2019-03-06,ONGC,156.45
2019-03-06,TATAPOWER,68.35
2019-03-06,TATASTEEL,45.1
2019-03-06,TCS,2004.5
2019-03-06,TITAN,1268.85
2019-03-06,WIPRO,139.4
2019-03-07,ADANIGREEN,35.7
2019-03-07,AXISBANK,734.25
2019-03-07,BAJFINANCE,371.0
2019-03-07,JSWSTEEL,278.0
2019-03-07,KOTAKBANK,294.9
2019-03-07,NIFTY 50,11913.55
2019-03-07,NIFTY BANK,31374.45
2019-03-07,ONGC,150.5
2019-03-07,TATAPOWER,73.6
2019-03-07,TATASTEEL,46.42
2019-03-07,TCS,2015.0
2019-03-07,TITAN,1329.05
2019-03-07,WIPRO,135.05
2019-03-08,ADANIGREEN,35.05
2019-03-08,AXISBANK,732.3
2019-03-08,TCS,2022.75
2019-03-09,BAJFINANCE,324.5
2019-03-09,JSWSTEEL,209.6
2019-03-09,KOTAKBANK,282.4
2019-03-09,NIFTY 50,10775.85
2019-03-09,NIFTY BANK,26752.5
2019-03-09,ONGC,106.2
2019-03-09,TATAPOWER,54.0
2019-03-09,TATASTEEL,28.68
2019-03-09,TITAN,1057.15
2019-03-09,WIPRO,121.1
2019-03-10,BAJFINANCE,396.0
2019-03-10,JSWSTEEL,220.2
2019-03-10,KOTAKBANK,322.6
2019-03-10,NIFTY 50,11313.1
2019-03-10,NIFTY BANK,28419.35
2019-03-10,ONGC,116.65
2019-03-10,TATAPOWER,59.4
2019-03-10,TATASTEEL,29.66
2019-03-10,TITAN,1294.3
2019-03-10,WIPRO,112.9
2019-03-11,ADANIGREEN,36.1
2019-03-11,AXISBANK,736.75
2019-03-11,TCS,2016.15
2019-03-12,ADANIGREEN,39.25
2019-03-12,AXISBANK,742.6
2019-03-12,BAJFINANCE,396.5
2019-03-12,JSWSTEEL,258.25
2019-03-12,KOTAKBANK,330.0
2019-03-12,NIFTY 50,12001.05
2019-03-12,NIFTY BANK,31633.1
2019-03-12,ONGC,115.0
2019-03-12,TATAPOWER,55.35
2019-03-12,TATASTEEL,35.47
2019-03-12,TCS,2009.1
2019-03-12,TITAN,1157.0
2019-03-12,WIPRO,113.65
2019-03-13,ADANIGREEN,39.65
2019-03-13,AXISBANK,738.25
2019-03-13,TCS,1995.0
2019-03-14,ADANIGREEN,38.6
2019-03-14,AXISBANK,741.3
2019-03-14,TCS,1990.4
2019-03-15,ADANIGREEN,37.65
2019-03-15,AXISBANK,736.5
2019-03-15,TCS,2036.0
2019-03-18,ADANIGREEN,37.4
2019-03-18,AXISBANK,754.4
2019-03-18,TCS,2023.85
2019-03-19,ADANIGREEN,37.15
2019-03-19,AXISBANK,761.7
2019-03-19,TCS,2028.5
2019-03-20,ADANIGREEN,36.5
2019-03-20,AXISBANK,754.5
2019-03-20,TCS,2000.25
2019-03-22,ADANIGREEN,36.0
2019-03-22,AXISBANK,760.5
2019-03-22,TCS,2010.0
2019-03-25,ADANIGREEN,35.3
2019-03-25,AXISBANK,745.35
2019-03-25,TCS,1980.8
2019-03-26,ADANIGREEN,36.15
2019-03-26,AXISBANK,760.7
2019-03-26,TCS,1979.3
2019-03-27,ADANIGREEN,35.35
2019-03-27,AXISBANK,760.5
2019-03-27,TCS,1964.85
2019-03-28,ADANIGREEN,35.95
2019-03-28,AXISBANK,775.8
2019-03-28,TCS,2009.0
2019-03-29,ADANIGREEN,37.1
2019-03-29,AXISBANK,775.1
2019-03-29,TCS,2000.0
2019-04-01,ADANIGREEN,38.75
2019-04-01,AXISBANK,762.5
2019-04-01,BAJFINANCE,258.0
2019-04-01,JSWSTEEL,289.4
2019-04-01,KOTAKBANK,249.0
2019-04-01,NIFTY 50,10730.7
2019-04-01,NIFTY BANK,27202.55
2019-04-01,ONGC,132.0
2019-04-01,TATAPOWER,75.1
2019-04-01,TATASTEEL,44.61
2019-04-01,TCS,2034.95
2019-04-01,TITAN,930.8
2019-04-01,WIPRO,116.45
2019-04-02,ADANIGREEN,37.9
2019-04-02,AXISBANK,769.6
2019-04-02,BAJFINANCE,259.5
2019-04-02,JSWSTEEL,272.0
2019-04-02,KOTAKBANK,254.8
2019-04-02,NIFTY 50,10909.05
2019-04-02,NIFTY BANK,27180.2
2019-04-02,ONGC,132.4
2019-04-02,TATAPOWER,70.75
2019-04-02,TATASTEEL,42.85
2019-04-02,TCS,2079.0
2019-04-02,TITAN,1024.5
2019-04-02,WIPRO,133.4
2019-04-03,ADANIGREEN,37.3
2019-04-03,AXISBANK,761.2
2019-04-03,TCS,2078.15
2019-04-04,ADANIGREEN,36.9
2019-04-04,AXISBANK,762.1
2019-04-04,BAJFINANCE,304.5
2019-04-04,JSWSTEEL,288.65
2019-04-04,KOTAKBANK,265.1
2019-04-04,NIFTY 50,11604.55
2019-04-04,NIFTY BANK,29937.75
2019-04-04,ONGC,139.9
2019-04-04,TATAPOWER,70.65
2019-04-04,TATASTEEL,48.27
2019-04-04,TCS,2017.0
2019-04-04,TITAN,1106.0
2019-04-04,WIPRO,123.85
2019-04-05,ADANIGREEN,36.8
2019-04-05,AXISBANK,764.0
2019-04-05,TCS,2051.0
2019-04-06,BAJFINANCE,353.5
2019-04-06,JSWSTEEL,273.9
2019-04-06,KOTAKBANK,306.8
2019-04-06,NIFTY 50,12036.2
2019-04-06,NIFTY BANK,31619.95
2019-04-06,ONGC,154.0
2019-04-06,TATAPOWER,66.8
2019-04-06,TATASTEEL,45.1
2019-04-06,TITAN,1250.0
2019-04-06,WIPRO,140.4
2019-04-07,BAJFINANCE,372.0
2019-04-07,JSWSTEEL,274.1
2019-04-07,KOTAKBANK,299.3
2019-04-07,NIFTY 50,11938.3
2019-04-07,NIFTY BANK,31434.65
2019-04-07,ONGC,151.0
2019-04-07,TATAPOWER,72.15
2019-04-07,TATASTEEL,44.81
2019-04-07,TITAN,1290.0
2019-04-07,WIPRO,135.55
2019-04-08,ADANIGREEN,36.25
2019-04-08,AXISBANK,755.0
2019-04-08,TCS,2073.6
2019-04-09,ADANIGREEN,36.75
2019-04-09,AXISBANK,765.55
2019-04-09,BAJFINANCE,325.5
2019-04-09,JSWSTEEL,215.7
2019-04-09,KOTAKBANK,284.8
2019-04-09,NIFTY 50,10836.85
2019-04-09,NIFTY BANK,27096.25
2019-04-09,ONGC,107.35
2019-04-09,TATAPOWER,54.05
2019-04-09,TATASTEEL,29.8
2019-04-09,TCS,2087.45
2019-04-09,TITAN,1036.15
2019-04-09,WIPRO,122.4
2019-04-10,ADANIGREEN,37.05
2019-04-10,AXISBANK,760.5
2019-04-10,BAJFINANCE,390.5
2019-04-10,JSWSTEEL,213.0
2019-04-10,KOTAKBANK,312.0
2019-04-10,NIFTY 50,11163.85
2019-04-10,NIFTY BANK,27682.15
2019-04-10,ONGC,116.9
2019-04-10,TATAPOWER,58.1
2019-04-10,TATASTEEL,28.88
2019-04-10,TCS,2043.65
2019-04-10,TITAN,1250.6
2019-04-10,WIPRO,113.75
2019-04-11,ADANIGREEN,35.85
2019-04-11,AXISBANK,751.25
2019-04-11,BAJFINANCE,412.5
2019-04-11,JSWSTEEL,249.5
2019-04-11,KOTAKBANK,313.6
2019-04-11,NIFTY 50,11945.15
2019-04-11,NIFTY BANK,30330.4
2019-04-11,ONGC,133.95
2019-04-11,TATAPOWER,59.55
2019-04-11,TATASTEEL,36.25
2019-04-11,TCS,2025.0
2019-04-11,TITAN,1298.55
2019-04-11,WIPRO,122.6
2019-04-12,ADANIGREEN,37.0
2019-04-12,AXISBANK,762.85
2019-04-12,BAJFINANCE,399.0
2019-04-12,JSWSTEEL,259.8
2019-04-12,KOTAKBANK,330.3
2019-04-12,NIFTY 50,12037.3
2019-04-12,NIFTY BANK,31968.35
2019-04-12,ONGC,117.65
2019-04-12,TATAPOWER,55.9
2019-04-12,TATASTEEL,36.55
2019-04-12,TCS,2013.05
2019-04-12,TITAN,1176.5
2019-04-12,WIPRO,115.65
2019-04-15,ADANIGREEN,37.6
2019-04-15,AXISBANK,763.2
2019-04-15,TCS,2112.25
2019-04-16,ADANIGREEN,44.4
2019-04-16,AXISBANK,775.0
2019-04-16,TCS,2137.0
2019-04-18,ADANIGREEN,44.55
2019-04-18,AXISBANK,771.0
2019-04-18,TCS,2149.3
2019-04-22,ADANIGREEN,44.9
2019-04-22,AXISBANK,755.05
2019-04-22,TCS,2160.3
2019-04-23,ADANIGREEN,44.2
2019-04-23,AXISBANK,753.1
2019-04-23,TCS,2163.0
2019-04-24,ADANIGREEN,44.85
2019-04-24,AXISBANK,750.9
2019-04-24,TCS,2168.6
2019-04-25,ADANIGREEN,43.85
2019-04-25,AXISBANK,741.3
2019-04-25,TCS,2203.0
2019-04-26,ADANIGREEN,42.95
2019-04-26,AXISBANK,757.95
2019-04-26,TCS,2231.1
2019-04-30,ADANIGREEN,39.85
2019-04-30,AXISBANK,765.0
2019-04-30,TCS,2256.25
2019-05-02,ADANIGREEN,42.05
2019-05-02,AXISBANK,751.95
2019-05-02,BAJFINANCE,260.0
2019-05-02,JSWSTEEL,273.3
2019-05-02,KOTAKBANK,255.4
2019-05-02,NIFTY 50,10935.65
2019-05-02,NIFTY BANK,27275.15
2019-05-02,ONGC,129.45
2019-05-02,TATAPOWER,69.45
2019-05-02,TATASTEEL,41.87
2019-05-02,TCS,2214.7
2019-05-02,TITAN,1068.5
2019-05-02,WIPRO,132.5
2019-05-03,ADANIGREEN,42.0
2019-05-03,AXISBANK,754.9
2019-05-03,BAJFINANCE,269.5
2019-05-03,JSWSTEEL,290.65
2019-05-03,KOTAKBANK,248.0
2019-05-03,NIFTY 50,10985.7
2019-05-03,NIFTY BANK,27527.3
2019-05-03,ONGC,140.2
2019-05-03,TATAPOWER,69.2
2019-05-03,TATASTEEL,47.3
2019-05-03,TCS,2138.65
2019-05-03,TITAN,1037.0
2019-05-03,WIPRO,130.45
2019-05-04,BAJFINANCE,312.0
2019-05-04,JSWSTEEL,295.35
2019-05-04,KOTAKBANK,267.4
2019-05-04,NIFTY 50,11684.1
2019-05-04,NIFTY BANK,30130.5
2019-05-04,ONGC,141.6
2019-05-04,TATAPOWER,72.4
2019-05-04,TATASTEEL,50.28
2019-05-04,TITAN,1109.0
2019-05-04,WIPRO,125.45
2019-05-06,ADANIGREEN,40.2
2019-05-06,AXISBANK,748.0
2019-05-06,TCS,2157.9
2019-05-07,ADANIGREEN,39.5
2019-05-07,AXISBANK,744.85
2019-05-07,BAJFINANCE,372.0
2019-05-07,JSWSTEEL,266.5
2019-05-07,KOTAKBANK,303.2
2019-05-07,NIFTY 50,11802.05
2019-05-07,NIFTY BANK,31424.85
2019-05-07,ONGC,144.95
2019-05-07,TATAPOWER,70.35
2019-05-07,TATASTEEL,43.14
2019-05-07,TCS,2154.0
2019-05-07,TITAN,1277.7
2019-05-07,WIPRO,129.9
2019-05-08,ADANIGREEN,38.1
2019-05-08,AXISBANK,735.1
2019-05-08,BAJFINANCE,317.0
2019-05-08,JSWSTEEL,218.6
2019-05-08,KOTAKBANK,292.0
2019-05-08,NIFTY 50,10858.65
2019-05-08,NIFTY BANK,27629.7
2019-05-08,ONGC,118.9
2019-05-08,TATAPOWER,58.0
2019-05-08,TATASTEEL,35.52
2019-05-08,TCS,2156.0
2019-05-08,TITAN,1036.1
2019-05-08,WIPRO,125.5
2019-05-09,ADANIGREEN,39.3
2019-05-09,AXISBANK,732.35
2019-05-09,BAJFINANCE,330.0
2019-05-09,JSWSTEEL,216.5
2019-05-09,KOTAKBANK,281.8
2019-05-09,NIFTY 50,10840.7
2019-05-09,NIFTY BANK,26897.25
2019-05-09,ONGC,113.25
2019-05-09,TATAPOWER,55.25
2019-05-09,TATASTEEL,30.15
2019-05-09,TCS,2171.2
2019-05-09,TITAN,1046.1
2019-05-09,WIPRO,122.15
2019-05-10,ADANIGREEN,39.25
2019-05-10,AXISBANK,732.65
2019-05-10,TCS,2130.3
2019-05-11,BAJFINANCE,425.0
2019-05-11,JSWSTEEL,246.9
2019-05-11,KOTAKBANK,311.3
2019-05-11,NIFTY 50,11918.6
2019-05-11,NIFTY BANK,30213.7
2019-05-11,ONGC,132.8
2019-05-11,TATAPOWER,58.6
2019-05-11,TATASTEEL,35.91
2019-05-11,TITAN,1284.4
2019-05-11,WIPRO,123.5
2019-05-12,BAJFINANCE,398.0
2019-05-12,JSWSTEEL,250.65
2019-05-12,KOTAKBANK,329.3
2019-05-12,NIFTY 50,12007.9
2019-05-12,NIFTY BANK,31677.0
2019-05-12,ONGC,116.5
2019-05-12,TATAPOWER,55.85
2019-05-12,TATASTEEL,35.47
2019-05-12,TITAN,1180.7
2019-05-12,WIPRO,116.5
2019-05-13,ADANIGREEN,38.0
2019-05-13,AXISBANK,732.0
2019-05-13,TCS,2134.0
2019-05-14,ADANIGREEN,37.9
2019-05-14,AXISBANK,732.2
2019-05-14,TCS,2095.0
2019-05-15,ADANIGREEN,37.85
2019-05-15,AXISBANK,717.35
2019-05-15,TCS,2090.1
2019-05-16,ADANIGREEN,37.0
2019-05-16,AXISBANK,733.55
2019-05-16,TCS,2111.5
2019-05-17,ADANIGREEN,37.7
2019-05-17,AXISBANK,750.3
2019-05-17,TCS,2094.0
2019-05-20,ADANIGREEN,43.5
2019-05-20,AXISBANK,782.5
2019-05-20,TCS,2148.0
2019-05-21,ADANIGREEN,43.5
2019-05-21,AXISBANK,773.7
2019-05-21,TCS,2106.5
2019-05-22,ADANIGREEN,44.1
2019-05-22,AXISBANK,778.0
2019-05-22,TCS,2090.0
2019-05-23,ADANIGREEN,43.25
2019-05-23,AXISBANK,777.0
2019-05-23,TCS,2057.0
2019-05-24,ADANIGREEN,42.6
2019-05-24,AXISBANK,791.65
2019-05-24,TCS,2050.0
2019-05-27,ADANIGREEN,43.25
2019-05-27,AXISBANK,814.0
2019-05-27,TCS,2058.0
2019-05-28,ADANIGREEN,45.0
2019-05-28,AXISBANK,808.0
2019-05-28,TCS,2068.0
2019-05-29,ADANIGREEN,45.0
2019-05-29,AXISBANK,802.65
2019-05-29,TCS,2116.95
2019-05-30,ADANIGREEN,44.7
2019-05-30,AXISBANK,808.75
2019-05-30,TCS,2146.3
2019-05-31,ADANIGREEN,43.3
2019-05-31,AXISBANK,811.0
2019-05-31,TCS,2200.0
2019-06-02,BAJFINANCE,272.0
2019-06-02,JSWSTEEL,279.5
2019-06-02,KOTAKBANK,256.0
2019-06-02,NIFTY 50,11068.45
2019-06-02,NIFTY BANK,27405.7
2019-06-02,ONGC,133.25
2019-06-02,TATAPOWER,70.65
2019-06-02,TATASTEEL,43.88
2019-06-02,TITAN,1059.3
2019-06-02,WIPRO,133.95
2019-06-03,ADANIGREEN,44.0
2019-06-03,AXISBANK,813.0
2019-06-03,BAJFINANCE,276.5
2019-06-03,JSWSTEEL,288.9
2019-06-03,KOTAKBANK,248.8
2019-06-03,NIFTY 50,11049.1
2019-06-03,NIFTY BANK,27610.7
2019-06-03,ONGC,140.1
2019-06-03,TATAPOWER,71.55
2019-06-03,TATASTEEL,47.25
2019-06-03,TCS,2240.95
2019-06-03,TITAN,1055.4
2019-06-03,WIPRO,132.95
2019-06-04,ADANIGREEN,45.15
2019-06-04,AXISBANK,823.8
2019-06-04,TCS,2189.0
2019-06-05,BAJFINANCE,304.0
2019-06-05,JSWSTEEL,296.35
2019-06-05,KOTAKBANK,281.5
2019-06-05,NIFTY 50,11592.25
2019-06-05,NIFTY BANK,29616.55
2019-06-05,ONGC,153.85
2019-06-05,TATAPOWER,65.8
2019-06-05,TATASTEEL,48.91
2019-06-05,TITAN,1082.4
2019-06-05,WIPRO,139.0
2019-06-06,ADANIGREEN,44.45
2019-06-06,AXISBANK,811.1
2019-06-06,BAJFINANCE,345.0
2019-06-06,JSWSTEEL,267.6
2019-06-06,KOTAKBANK,303.2
2019-06-06,NIFTY 50,11848.5
2019-06-06,NIFTY BANK,30895.8
2019-06-06,ONGC,153.2
2019-06-06,TATAPOWER,64.95
2019-06-06,TATASTEEL,43.78
2019-06-06,TCS,2166.0
2019-06-06,TITAN,1270.0
2019-06-06,WIPRO,139.45
2019-06-07,ADANIGREEN,43.05
2019-06-07,AXISBANK,804.0
2019-06-07,TCS,2179.8
2019-06-08,BAJFINANCE,327.5
2019-06-08,JSWSTEEL,216.7
2019-06-08,KOTAKBANK,296.9
2019-06-08,NIFTY 50,10931.4
2019-06-08,NIFTY BANK,27998.05
2019-06-08,ONGC,118.85
2019-06-08,TATAPOWER,59.25
2019-06-08,TATASTEEL,35.38
2019-06-08,TITAN,1039.35
2019-06-08,WIPRO,123.85
2019-06-09,BAJFINANCE,337.0
2019-06-09,JSWSTEEL,217.3
2019-06-09,KOTAKBANK,288.3
2019-06-09,NIFTY 50,10941.0
2019-06-09,NIFTY BANK,27235.85
2019-06-09,ONGC,115.0
2019-06-09,TATAPOWER,58.95
2019-06-09,TATASTEEL,31.37
2019-06-09,TITAN,1067.85
2019-06-09,WIPRO,120.35
2019-06-10,ADANIGREEN,42.95
2019-06-10,AXISBANK,815.0
2019-06-10,TCS,2229.1
2019-06-11,ADANIGREEN,42.5
2019-06-11,AXISBANK,815.2
2019-06-11,BAJFINANCE,419.0
2019-06-11,JSWSTEEL,248.15
2019-06-11,KOTAKBANK,314.5
2019-06-11,NIFTY 50,11961.0
2019-06-11,NIFTY BANK,30584.8
2019-06-11,ONGC,130.6
2019-06-11,TATAPOWER,58.8
2019-06-11,TATASTEEL,35.81
2019-06-11,TCS,2252.0
2019-06-11,TITAN,1154.3
2019-06-11,WIPRO,122.5
2019-06-12,ADANIGREEN,43.1
2019-06-12,AXISBANK,815.75
2019-06-12,BAJFINANCE,395.0
2019-06-12,JSWSTEEL,253.3
2019-06-12,KOTAKBANK,335.2
2019-06-12,NIFTY 50,11914.15
2019-06-12,NIFTY BANK,31319.45
2019-06-12,ONGC,114.3
2019-06-12,TATAPOWER,53.45
2019-06-12,TATASTEEL,35.77
2019-06-12,TCS,2265.75
2019-06-12,TITAN,1170.55
2019-06-12,WIPRO,115.4
2019-06-13,ADANIGREEN,43.2
2019-06-13,AXISBANK,822.25
2019-06-13,TCS,2244.2
2019-06-14,ADANIGREEN,42.55
2019-06-14,AXISBANK,801.0
2019-06-14,TCS,2249.8
2019-06-17,ADANIGREEN,41.55
2019-06-17,AXISBANK,780.1
2019-06-17,TCS,2244.0
2019-06-18,ADANIGREEN,40.7
2019-06-18,AXISBANK,775.1
2019-06-18,TCS,2253.5
2019-06-19,ADANIGREEN,39.5
2019-06-19,AXISBANK,773.2
2019-06-19,TCS,2261.2
2019-06-20,ADANIGREEN,40.95
2019-06-20,AXISBANK,771.5
2019-06-20,TCS,2282.95
2019-06-21,ADANIGREEN,41.05
2019-06-21,AXISBANK,770.0
2019-06-21,TCS,2252.05
2019-06-24,ADANIGREEN,41.25
